1	4	3	5	2	9	7	6	4
2	1	4	3	5	7	9	8	6
1	3	4	4	4	2	3	9	5
9	1	6	4	5	7	8	2	3
7	3	3	1	2	3	2	5	3
5	1	4	6	7	5	6	1	8
3	1	4	4	6	3	9	5	3
5	4	2	4	6	4	4	5	1
9	8	7	1	4	6	2	3	5
9	5	1	1	2	5	5	5	3
6	4	3	2	3	9	3	4	1
4	1	6	7	4	2	3	2	3
1	2	4	2	3	5	6	5	3
5	6	8	5	7	1	6	6	9
9	2	4	3	5	1	6	7	8
5	2	7	3	3	1	2	3	5
