3	5	9	1	7	5	4	3	6
7	5	8	2	1	3	9	4	6
8	8	7	8	5	6	8	8	7
8	7	9	1	3	5	6	4	2
6	6	6	5	1	7	8	7	7
7	6	8	5	1	6	7	6	7
3	5	4	1	4	5	4	6	5
5	5	3	3	4	4	3	7	1
8	6	7	3	9	4	5	1	2
9	9	9	1	7	7	7	9	8
8	7	9	1	9	8	9	9	7
6	6	7	8	5	5	6	1	4
3	3	6	2	1	4	5	3	3
7	7	9	1	5	5	5	5	5
2	1	8	9	7	6	5	4	3
4	4	4	2	1	2	2	3	4
